Name of Painter,Subject of Painting,Style,Medium,Size,Frame,Location,Price ($),Delivery (days),Shipment,Color Palette,Copy or Original,Print or Real,Recommended Environment,Mood/Atmosphere,Theme/Lighting Requirements,Reproduction Type,Target Audience
Noah,Portrait,Impressionism,Mixed Media,"20""x30""",No,Vancouver,854,10,Standard,Cool Tones,Original,Real,Living Room,Reflective,Bright Light,Lithograph,Families
Leonardo,Landscape,Realism,Acrylic,"30""x40""",No,Miami,680,7,Standard,Earthy Tones,Original,Real,Living Room,Reflective,Bright Light,Screen Print,Interior Designers
Leonardo,Landscape,Surrealism,Mixed Media,"20""x30""",No,Vancouver,924,5,Express,Cool Tones,Original,Real,Office,Calming,Dim Light,Screen Print,Families
Frida,Still Life,Surrealism,Acrylic,"20""x30""",No,Toronto,404,8,Free Shipping,Earthy Tones,Original,Print,Gallery,Calming,Bright Light,Screen Print,Young Professionals
Liam,Fantasy,Cubism,Acrylic,"20""x30""",Yes,Montreal,727,8,Free Shipping,Warm Tones,Original,Print,Office,Reflective,Natural Light,Giclée,Corporate Clients
Noah,Landscape,Modern,Acrylic,"20""x30""",No,Montreal,396,7,Standard,Earthy Tones,Original,Print,Kid Room,Relaxing,Natural Light,Lithograph,Interior Designers
Leonardo,Seascape,Surrealism,Oil,"16""x20""",Yes,Calgary,854,9,Standard,Oceanic Tones,Original,Real,Kid Room,Calming,Bright Light,Screen Print,Interior Designers
Pablo,Wildlife,Surrealism,Acrylic,"18""x24""",Yes,Toronto,516,5,Standard,Warm Tones,Copy,Print,Bedroom,Energetic,Dim Light,Lithograph,Young Professionals
Ava,Fantasy,Impressionism,Watercolor,"20""x30""",Yes,Los Angeles,813,8,Standard,Cool Tones,Copy,Real,Office,Joyful,Natural Light,Giclée,Families
Vincent,Still Life,Surrealism,Mixed Media,"16""x20""",Yes,Toronto,499,7,Standard,Oceanic Tones,Original,Real,Kid Room,Joyful,Natural Light,Lithograph,Interior Designers
Emma,Wildlife,Modern,Oil,"20""x30""",No,Montreal,644,6,Standard,Warm Tones,Original,Print,Office,Joyful,Natural Light,N/A,Art Collectors
Pablo,Fantasy,Realism,Charcoal,"20""x30""",Yes,Montreal,868,3,Express,Neutral Tones,Copy,Real,Office,Calming,Natural Light,Screen Print,Interior Designers
Noah,Portrait,Realism,Oil,"16""x20""",Yes,Calgary,212,10,Standard,Cool Tones,Original,Print,Gallery,Calming,Natural Light,Lithograph,Corporate Clients
Claude,Still Life,Realism,Mixed Media,"20""x30""",Yes,Montreal,149,6,Standard,Earthy Tones,Copy,Real,Living Room,Energetic,Dim Light,N/A,Interior Designers
Frida,Seascape,Impressionism,Mixed Media,"20""x30""",No,Miami,396,9,Standard,Oceanic Tones,Copy,Real,Living Room,Calming,Dim Light,Giclée,Corporate Clients
Emma,Portrait,Surrealism,Oil,"18""x24""",No,New York,715,7,Standard,Neutral Tones,Original,Real,Gallery,Calming,Natural Light,N/A,Corporate Clients
Pablo,Still Life,Abstract Expressionism,Oil,"18""x24""",No,Miami,245,10,Express,Earthy Tones,Original,Print,Living Room,Joyful,Natural Light,Screen Print,Young Professionals
Jija,Fantasy,Abstract Expressionism,Watercolor,"24""x36""",Yes,Montreal,731,9,Express,Earthy Tones,Copy,Print,Bedroom,Energetic,Dim Light,Screen Print,Interior Designers
Pablo,Fantasy,Abstract Expressionism,Watercolor,"30""x40""",No,New York,663,6,Standard,Earthy Tones,Original,Real,Office,Joyful,Bright Light,N/A,Families
Noah,Portrait,Cubism,Oil,"16""x20""",Yes,Miami,663,5,Express,Cool Tones,Original,Real,Living Room,Joyful,Natural Light,Giclée,Families
Frida,Fantasy,Impressionism,Acrylic,"24""x36""",Yes,Toronto,157,3,Free Shipping,Earthy Tones,Original,Real,Living Room,Reflective,Natural Light,Lithograph,Young Professionals
Vincent,Seascape,Surrealism,Charcoal,"20""x30""",No,Los Angeles,707,6,Standard,Neutral Tones,Copy,Print,Bedroom,Calming,Dim Light,Screen Print,Families
Jija,Wildlife,Cubism,Watercolor,"16""x20""",Yes,Montreal,731,4,Express,Neutral Tones,Copy,Real,Office,Energetic,Natural Light,Giclée,Families
Olivia,Still Life,Surrealism,Oil,"16""x20""",No,Toronto,813,8,Express,Warm Tones,Copy,Real,Gallery,Calming,Dim Light,Giclée,Young Professionals
Ava,Abstract,Cubism,Charcoal,"18""x24""",No,Toronto,171,9,Standard,Oceanic Tones,Original,Print,Office,Relaxing,Dim Light,N/A,Families
Claude,Fantasy,Impressionism,Oil,"18""x24""",Yes,New York,528,8,Free Shipping,Earthy Tones,Copy,Real,Bedroom,Relaxing,Dim Light,N/A,Corporate Clients
Jija,Seascape,Abstract Expressionism,Watercolor,"16""x20""",Yes,Montreal,918,9,Express,Cool Tones,Original,Print,Gallery,Reflective,Dim Light,Giclée,Families
Claude,Fantasy,Surrealism,Oil,"30""x40""",Yes,Los Angeles,933,10,Express,Oceanic Tones,Original,Print,Living Room,Calming,Bright Light,N/A,Art Collectors
Ava,Wildlife,Modern,Watercolor,"16""x20""",Yes,Montreal,890,4,Express,Neutral Tones,Original,Real,Office,Energetic,Dim Light,Giclée,Interior Designers
Leonardo,Wildlife,Impressionism,Mixed Media,"24""x36""",Yes,Montreal,857,8,Express,Cool Tones,Copy,Print,Kid Room,Reflective,Natural Light,Screen Print,Interior Designers
Liam,Wildlife,Cubism,Acrylic,"30""x40""",Yes,Chicago,299,3,Free Shipping,Neutral Tones,Original,Print,Bedroom,Reflective,Natural Light,Lithograph,Young Professionals
Frida,Abstract,Modern,Mixed Media,"30""x40""",No,Miami,890,4,Express,Cool Tones,Copy,Print,Gallery,Joyful,Natural Light,Lithograph,Art Collectors
Jija,Seascape,Abstract Expressionism,Watercolor,"24""x36""",No,Montreal,840,8,Express,Cool Tones,Original,Print,Office,Reflective,Natural Light,Giclée,Art Collectors
Emma,Abstract,Abstract Expressionism,Mixed Media,"18""x24""",No,Chicago,943,3,Express,Earthy Tones,Original,Real,Bedroom,Calming,Natural Light,Lithograph,Families
Vincent,Abstract,Surrealism,Oil,"16""x20""",No,Miami,290,9,Express,Oceanic Tones,Original,Print,Kid Room,Calming,Bright Light,Lithograph,Corporate Clients
Leonardo,Portrait,Surrealism,Acrylic,"18""x24""",Yes,Chicago,933,10,Standard,Cool Tones,Copy,Print,Gallery,Energetic,Natural Light,Lithograph,Art Collectors
Jija,Abstract,Impressionism,Watercolor,"20""x30""",Yes,Montreal,875,7,Free Shipping,Oceanic Tones,Original,Real,Living Room,Calming,Bright Light,Giclée,Art Collectors
Noah,Landscape,Cubism,Oil,"30""x40""",No,Los Angeles,197,4,Express,Neutral Tones,Original,Real,Kid Room,Energetic,Bright Light,Screen Print,Families
Olivia,Wildlife,Realism,Acrylic,"20""x30""",No,Toronto,975,8,Free Shipping,Neutral Tones,Original,Real,Gallery,Calming,Natural Light,Giclée,Interior Designers
Ava,Fantasy,Surrealism,Watercolor,"30""x40""",Yes,Chicago,975,8,Free Shipping,Oceanic Tones,Copy,Real,Kid Room,Relaxing,Dim Light,N/A,Families
Frida,Wildlife,Abstract Expressionism,Oil,"16""x20""",Yes,Vancouver,813,7,Free Shipping,Oceanic Tones,Original,Real,Office,Reflective,Dim Light,Lithograph,Families
Jija,Landscape,Surrealism,Watercolor,"20""x30""",Yes,Montreal,459,7,Standard,Oceanic Tones,Copy,Real,Bedroom,Calming,Dim Light,Screen Print,Interior Designers
Ava,Landscape,Modern,Mixed Media,"30""x40""",No,Calgary,875,6,Standard,Neutral Tones,Original,Print,Office,Reflective,Natural Light,Giclée,Families
Frida,Wildlife,Surrealism,Acrylic,"30""x40""",No,Toronto,605,6,Standard,Cool Tones,Original,Real,Kid Room,Relaxing,Dim Light,Lithograph,Interior Designers
Noah,Portrait,Modern,Watercolor,"20""x30""",Yes,Toronto,696,8,Express,Warm Tones,Copy,Print,Gallery,Reflective,Dim Light,N/A,Interior Designers
Claude,Portrait,Surrealism,Oil,"24""x36""",Yes,Toronto,272,4,Express,Neutral Tones,Copy,Print,Gallery,Joyful,Natural Light,N/A,Young Professionals
Olivia,Abstract,Realism,Acrylic,"16""x20""",Yes,New York,924,7,Free Shipping,Oceanic Tones,Copy,Real,Gallery,Energetic,Bright Light,Screen Print,Families
Leonardo,Abstract,Modern,Acrylic,"30""x40""",No,Toronto,956,4,Express,Earthy Tones,Original,Real,Living Room,Reflective,Natural Light,Giclée,Interior Designers
Vincent,Portrait,Realism,Mixed Media,"20""x30""",Yes,Chicago,907,7,Standard,Oceanic Tones,Original,Real,Bedroom,Calming,Natural Light,Giclée,Interior Designers
Olivia,Fantasy,Cubism,Oil,"24""x36""",No,New York,576,9,Express,Warm Tones,Original,Print,Office,Relaxing,Dim Light,N/A,Interior Designers
Pablo,Wildlife,Abstract Expressionism,Charcoal,"18""x24""",No,Chicago,515,4,Free Shipping,Earthy Tones,Copy,Print,Gallery,Energetic,Bright Light,Giclée,Families
Liam,Portrait,Impressionism,Acrylic,"18""x24""",No,Miami,368,10,Free Shipping,Cool Tones,Copy,Real,Living Room,Reflective,Natural Light,N/A,Interior Designers
Leonardo,Abstract,Modern,Oil,"30""x40""",No,New York,384,9,Free Shipping,Neutral Tones,Copy,Print,Bedroom,Calming,Bright Light,N/A,Interior Designers
Liam,Abstract,Cubism,Mixed Media,"18""x24""",Yes,Los Angeles,794,5,Standard,Cool Tones,Original,Print,Living Room,Relaxing,Dim Light,Lithograph,Interior Designers
Leonardo,Seascape,Abstract Expressionism,Charcoal,"18""x24""",No,Chicago,396,7,Express,Cool Tones,Copy,Real,Bedroom,Energetic,Natural Light,N/A,Corporate Clients
Olivia,Still Life,Surrealism,Oil,"18""x24""",No,Los Angeles,234,3,Express,Oceanic Tones,Copy,Print,Office,Energetic,Bright Light,Giclée,Families
Frida,Seascape,Abstract Expressionism,Watercolor,"16""x20""",No,Toronto,731,3,Free Shipping,Oceanic Tones,Original,Print,Living Room,Relaxing,Dim Light,Lithograph,Young Professionals
Frida,Abstract,Modern,Watercolor,"24""x36""",Yes,Chicago,907,10,Standard,Cool Tones,Copy,Print,Living Room,Energetic,Bright Light,N/A,Art Collectors
Emma,Still Life,Impressionism,Watercolor,"16""x20""",Yes,Toronto,854,7,Standard,Neutral Tones,Copy,Print,Living Room,Calming,Dim Light,Giclée,Families
Jija,Fantasy,Abstract Expressionism,Watercolor,"24""x36""",No,Montreal,539,9,Free Shipping,Warm Tones,Copy,Real,Kid Room,Relaxing,Dim Light,N/A,Families
Emma,Landscape,Realism,Charcoal,"18""x24""",No,Miami,683,4,Standard,Cool Tones,Original,Real,Office,Joyful,Dim Light,N/A,Corporate Clients
Olivia,Landscape,Cubism,Watercolor,"24""x36""",Yes,New York,825,8,Free Shipping,Oceanic Tones,Original,Real,Bedroom,Relaxing,Bright Light,N/A,Families
Vincent,Abstract,Surrealism,Watercolor,"16""x20""",Yes,Miami,734,7,Standard,Neutral Tones,Original,Print,Bedroom,Energetic,Natural Light,Lithograph,Families
Leonardo,Portrait,Abstract Expressionism,Charcoal,"16""x20""",Yes,Chicago,727,7,Standard,Warm Tones,Copy,Real,Kid Room,Reflective,Dim Light,Lithograph,Corporate Clients
Leonardo,Abstract,Modern,Mixed Media,"16""x20""",Yes,Los Angeles,891,8,Express,Earthy Tones,Copy,Print,Gallery,Reflective,Natural Light,Screen Print,Interior Designers
Claude,Fantasy,Cubism,Oil,"16""x20""",Yes,Chicago,499,8,Express,Earthy Tones,Original,Print,Gallery,Calming,Bright Light,Lithograph,Interior Designers
Liam,Abstract,Cubism,Mixed Media,"24""x36""",Yes,Montreal,890,3,Express,Cool Tones,Copy,Print,Office,Relaxing,Bright Light,Giclée,Art Collectors
Olivia,Seascape,Modern,Mixed Media,"24""x36""",Yes,Toronto,649,9,Express,Cool Tones,Original,Print,Kid Room,Reflective,Dim Light,Lithograph,Art Collectors
Liam,Landscape,Cubism,Charcoal,"16""x20""",Yes,New York,245,4,Free Shipping,Oceanic Tones,Original,Print,Living Room,Energetic,Bright Light,Giclée,Art Collectors
Olivia,Fantasy,Abstract Expressionism,Mixed Media,"16""x20""",Yes,Chicago,516,3,Standard,Neutral Tones,Original,Print,Living Room,Calming,Natural Light,N/A,Art Collectors
Leonardo,Still Life,Cubism,Watercolor,"20""x30""",No,Toronto,528,5,Free Shipping,Cool Tones,Copy,Print,Living Room,Calming,Natural Light,Screen Print,Families
Olivia,Wildlife,Abstract Expressionism,Mixed Media,"20""x30""",No,Toronto,469,4,Express,Oceanic Tones,Original,Print,Living Room,Calming,Bright Light,Lithograph,Interior Designers
Pablo,Landscape,Abstract Expressionism,Mixed Media,"16""x20""",No,Calgary,649,3,Free Shipping,Cool Tones,Original,Real,Living Room,Reflective,Dim Light,Giclée,Corporate Clients
Emma,Landscape,Abstract Expressionism,Acrylic,"30""x40""",No,Montreal,339,4,Standard,Oceanic Tones,Copy,Print,Bedroom,Joyful,Natural Light,Giclée,Young Professionals
Olivia,Abstract,Abstract Expressionism,Charcoal,"30""x40""",Yes,Los Angeles,197,4,Free Shipping,Oceanic Tones,Original,Real,Bedroom,Calming,Natural Light,N/A,Art Collectors
Pablo,Wildlife,Cubism,Mixed Media,"20""x30""",Yes,Miami,854,10,Standard,Neutral Tones,Original,Real,Living Room,Joyful,Dim Light,Screen Print,Families
Pablo,Still Life,Impressionism,Oil,"18""x24""",No,Chicago,913,9,Standard,Oceanic Tones,Copy,Real,Bedroom,Energetic,Natural Light,Lithograph,Families
Jija,Seascape,Abstract Expressionism,Watercolor,"16""x20""",Yes,Montreal,840,3,Standard,Warm Tones,Original,Print,Kid Room,Calming,Natural Light,Screen Print,Families
Frida,Portrait,Modern,Acrylic,"18""x24""",Yes,Montreal,179,10,Standard,Warm Tones,Original,Real,Gallery,Calming,Natural Light,Lithograph,Families
Vincent,Wildlife,Cubism,Oil,"24""x36""",No,Chicago,404,9,Express,Cool Tones,Original,Real,Office,Reflective,Dim Light,Lithograph,Corporate Clients
Pablo,Seascape,Realism,Oil,"30""x40""",No,Calgary,965,9,Free Shipping,Cool Tones,Copy,Print,Living Room,Reflective,Dim Light,Giclée,Corporate Clients
Leonardo,Still Life,Cubism,Mixed Media,"18""x24""",Yes,Miami,854,10,Free Shipping,Warm Tones,Copy,Real,Living Room,Joyful,Natural Light,Giclée,Art Collectors
Olivia,Still Life,Realism,Mixed Media,"16""x20""",Yes,Chicago,450,10,Free Shipping,Earthy Tones,Copy,Real,Gallery,Energetic,Dim Light,Screen Print,Young Professionals
Vincent,Abstract,Realism,Mixed Media,"16""x20""",Yes,Calgary,657,3,Express,Oceanic Tones,Original,Print,Living Room,Joyful,Dim Light,Lithograph,Art Collectors
Liam,Fantasy,Surrealism,Mixed Media,"16""x20""",No,Vancouver,212,5,Standard,Oceanic Tones,Original,Real,Kid Room,Joyful,Natural Light,Fine Art Print,Young Professionals
Emma,Seascape,Cubism,Watercolor,"20""x30""",Yes,Los Angeles,245,7,Standard,Warm Tones,Copy,Print,Living Room,Joyful,Dim Light,N/A,Young Professionals
Pablo,Portrait,Surrealism,Charcoal,"30""x40""",Yes,Montreal,663,9,Express,Cool Tones,Copy,Print,Bedroom,Relaxing,Bright Light,Giclée,Corporate Clients
Claude,Still Life,Impressionism,Oil,"16""x20""",Yes,New York,558,9,Express,Earthy Tones,Copy,Print,Office,Joyful,Bright Light,Screen Print,Interior Designers
Pablo,Fantasy,Abstract Expressionism,Charcoal,"24""x36""",No,Toronto,605,5,Free Shipping,Warm Tones,Copy,Print,Gallery,Calming,Dim Light,Screen Print,Corporate Clients
Vincent,Wildlife,Impressionism,Acrylic,"20""x30""",Yes,New York,130,8,Standard,Earthy Tones,Copy,Print,Kid Room,Energetic,Dim Light,Screen Print,Corporate Clients
Liam,Portrait,Impressionism,Acrylic,"30""x40""",Yes,Vancouver,149,7,Express,Cool Tones,Copy,Print,Living Room,Energetic,Bright Light,Screen Print,Young Professionals
Liam,Fantasy,Modern,Mixed Media,"30""x40""",No,Montreal,933,3,Express,Neutral Tones,Copy,Print,Bedroom,Energetic,Bright Light,Screen Print,Interior Designers
Frida,Seascape,Surrealism,Oil,"18""x24""",No,Toronto,558,9,Free Shipping,Oceanic Tones,Original,Print,Bedroom,Reflective,Natural Light,Screen Print,Corporate Clients
Ava,Portrait,Surrealism,Acrylic,"30""x40""",Yes,Calgary,576,3,Express,Neutral Tones,Original,Real,Gallery,Reflective,Bright Light,Screen Print,Interior Designers
Pablo,Still Life,Cubism,Oil,"16""x20""",No,Chicago,657,5,Free Shipping,Oceanic Tones,Copy,Real,Office,Energetic,Bright Light,Screen Print,Young Professionals
Vincent,Landscape,Realism,Charcoal,"18""x24""",No,New York,854,10,Free Shipping,Cool Tones,Copy,Print,Kid Room,Energetic,Natural Light,Lithograph,Corporate Clients
Liam,Wildlife,Impressionism,Watercolor,"24""x36""",No,Miami,794,6,Free Shipping,Earthy Tones,Copy,Print,Kid Room,Relaxing,Bright Light,N/A,Families
Claude,Wildlife,Impressionism,Acrylic,"30""x40""",Yes,Chicago,707,7,Express,Earthy Tones,Original,Real,Bedroom,Energetic,Bright Light,N/A,Young Professionals
Ava,Fantasy,Modern,Mixed Media,"16""x20""",Yes,Vancouver,299,6,Express,Cool Tones,Copy,Real,Kid Room,Joyful,Dim Light,Lithograph,Young Professionals
Emma,Seascape,Abstract Expressionism,Charcoal,"24""x36""",Yes,Calgary,221,7,Express,Oceanic Tones,Original,Print,Kid Room,Relaxing,Natural Light,Screen Print,Interior Designers
Claude,Abstract,Surrealism,Mixed Media,"16""x20""",Yes,Los Angeles,657,6,Free Shipping,Cool Tones,Original,Print,Living Room,Energetic,Dim Light,Lithograph,Art Collectors
Jija,Abstract,Modern,Watercolor,"30""x40""",No,Montreal,344,4,Express,Neutral Tones,Original,Print,Bedroom,Joyful,Bright Light,Lithograph,Families
Ava,Portrait,Cubism,Watercolor,"30""x40""",Yes,Los Angeles,868,10,Express,Oceanic Tones,Copy,Print,Bedroom,Relaxing,Natural Light,Giclée,Families
Ava,Wildlife,Abstract Expressionism,Oil,"24""x36""",Yes,Miami,943,7,Express,Neutral Tones,Copy,Real,Kid Room,Relaxing,Natural Light,Screen Print,Corporate Clients
Claude,Still Life,Modern,Oil,"24""x36""",Yes,Miami,696,3,Standard,Cool Tones,Copy,Real,Living Room,Relaxing,Bright Light,Giclée,Corporate Clients
Noah,Portrait,Modern,Watercolor,"20""x30""",No,Los Angeles,221,10,Free Shipping,Oceanic Tones,Original,Print,Living Room,Relaxing,Dim Light,Giclée,Families
Leonardo,Wildlife,Impressionism,Watercolor,"30""x40""",Yes,Montreal,344,3,Express,Cool Tones,Original,Real,Gallery,Reflective,Bright Light,Screen Print,Corporate Clients
Frida,Fantasy,Surrealism,Oil,"16""x20""",No,Toronto,368,4,Express,Cool Tones,Copy,Print,Living Room,Calming,Natural Light,Screen Print,Young Professionals
Jija,Landscape,Abstract Expressionism,Watercolor,"30""x40""",Yes,Montreal,581,8,Free Shipping,Neutral Tones,Original,Print,Bedroom,Relaxing,Bright Light,Lithograph,Art Collectors
Ava,Portrait,Impressionism,Watercolor,"16""x20""",Yes,New York,734,3,Free Shipping,Warm Tones,Original,Real,Living Room,Calming,Dim Light,Giclée,Corporate Clients
Jija,Abstract,Realism,Watercolor,"30""x40""",Yes,Montreal,528,7,Free Shipping,Oceanic Tones,Copy,Print,Office,Calming,Dim Light,Giclée,Art Collectors
Pablo,Wildlife,Impressionism,Acrylic,"18""x24""",No,New York,130,4,Express,Neutral Tones,Copy,Real,Gallery,Relaxing,Natural Light,N/A,Young Professionals
Pablo,Landscape,Surrealism,Mixed Media,"16""x20""",No,Vancouver,205,7,Express,Oceanic Tones,Original,Real,Living Room,Reflective,Natural Light,N/A,Families
Olivia,Still Life,Realism,Watercolor,"20""x30""",No,Chicago,605,4,Standard,Oceanic Tones,Copy,Real,Bedroom,Relaxing,Dim Light,Lithograph,Art Collectors
Ava,Fantasy,Impressionism,Acrylic,"16""x20""",Yes,New York,265,4,Free Shipping,Earthy Tones,Original,Real,Living Room,Calming,Natural Light,Lithograph,Families
Jija,Landscape,Impressionism,Watercolor,"24""x36""",No,Montreal,290,9,Standard,Cool Tones,Original,Real,Gallery,Relaxing,Dim Light,Giclée,Families
Leonardo,Portrait,Abstract Expressionism,Oil,"18""x24""",No,Montreal,719,10,Express,Cool Tones,Copy,Real,Gallery,Joyful,Dim Light,Giclée,Interior Designers
Leonardo,Fantasy,Modern,Mixed Media,"18""x24""",Yes,Calgary,924,5,Free Shipping,Cool Tones,Copy,Print,Gallery,Joyful,Bright Light,N/A,Young Professionals
Jija,Seascape,Surrealism,Watercolor,"30""x40""",No,Montreal,924,10,Standard,Warm Tones,Original,Real,Kid Room,Energetic,Natural Light,Fine Art Print,Corporate Clients
Noah,Still Life,Modern,Watercolor,"20""x30""",Yes,Calgary,891,3,Free Shipping,Warm Tones,Original,Print,Office,Joyful,Natural Light,Screen Print,Corporate Clients
Claude,Portrait,Cubism,Oil,"30""x40""",Yes,Calgary,774,10,Standard,Neutral Tones,Copy,Print,Bedroom,Reflective,Natural Light,Screen Print,Families
Noah,Fantasy,Modern,Oil,"24""x36""",Yes,Vancouver,924,6,Free Shipping,Neutral Tones,Copy,Real,Kid Room,Reflective,Bright Light,Fine Art Print,Young Professionals
Frida,Seascape,Realism,Charcoal,"16""x20""",No,Vancouver,127,4,Free Shipping,Earthy Tones,Original,Print,Living Room,Relaxing,Dim Light,Screen Print,Art Collectors
Noah,Still Life,Cubism,Charcoal,"24""x36""",No,Chicago,663,4,Free Shipping,Neutral Tones,Copy,Print,Living Room,Calming,Dim Light,Giclée,Interior Designers
Jija,Wildlife,Realism,Watercolor,"24""x36""",No,Montreal,813,3,Free Shipping,Neutral Tones,Copy,Print,Bedroom,Relaxing,Natural Light,N/A,Young Professionals
Olivia,Wildlife,Cubism,Acrylic,"24""x36""",No,Calgary,875,4,Standard,Neutral Tones,Copy,Real,Gallery,Joyful,Bright Light,Lithograph,Families
